eutrophication,temp,repeat,persistence
1.0,273.15,1.0,0.7666666666666667
1.0,273.15,2.0,0.4666666666666667
1.0,273.15,3.0,0.5
1.0,273.15,4.0,0.5333333333333333
1.0,273.15,5.0,0.6333333333333333
1.0,273.15,6.0,0.5
1.0,273.15,7.0,0.5
1.0,273.15,8.0,0.5
1.0,273.15,9.0,0.4
1.0,273.15,10.0,0.5333333333333333
1.0,278.15,1.0,1.0
1.0,278.15,2.0,0.4666666666666667
1.0,278.15,3.0,0.5
1.0,278.15,4.0,0.5333333333333333
1.0,278.15,5.0,0.6333333333333333
1.0,278.15,6.0,0.5
1.0,278.15,7.0,0.4666666666666667
1.0,278.15,8.0,0.5
1.0,278.15,9.0,0.4
1.0,278.15,10.0,0.5333333333333333
1.0,283.15,1.0,0.9666666666666667
1.0,283.15,2.0,0.4666666666666667
1.0,283.15,3.0,0.4666666666666667
1.0,283.15,4.0,0.5
1.0,283.15,5.0,0.6333333333333333
1.0,283.15,6.0,0.43333333333333335
1.0,283.15,7.0,0.4666666666666667
1.0,283.15,8.0,0.5
1.0,283.15,9.0,0.4
1.0,283.15,10.0,0.5666666666666667
1.0,288.15,1.0,0.9666666666666667
1.0,288.15,2.0,0.5
1.0,288.15,3.0,0.4666666666666667
1.0,288.15,4.0,0.5
1.0,288.15,5.0,0.6333333333333333
1.0,288.15,6.0,0.43333333333333335
1.0,288.15,7.0,0.4666666666666667
1.0,288.15,8.0,0.5
1.0,288.15,9.0,0.36666666666666664
1.0,288.15,10.0,0.5666666666666667
1.0,293.15,1.0,0.9666666666666667
1.0,293.15,2.0,0.5
1.0,293.15,3.0,0.4666666666666667
1.0,293.15,4.0,0.5
1.0,293.15,5.0,0.6333333333333333
1.0,293.15,6.0,0.43333333333333335
1.0,293.15,7.0,0.4666666666666667
1.0,293.15,8.0,0.5
1.0,293.15,9.0,0.36666666666666664
1.0,293.15,10.0,0.6
1.0,298.15,1.0,0.9666666666666667
1.0,298.15,2.0,0.5
1.0,298.15,3.0,0.4666666666666667
1.0,298.15,4.0,0.5
1.0,298.15,5.0,0.6333333333333333
1.0,298.15,6.0,0.43333333333333335
1.0,298.15,7.0,0.4666666666666667
1.0,298.15,8.0,0.5
1.0,298.15,9.0,0.36666666666666664
1.0,298.15,10.0,0.6
1.0,303.15,1.0,0.9666666666666667
1.0,303.15,2.0,0.5
1.0,303.15,3.0,0.4666666666666667
1.0,303.15,4.0,0.5
1.0,303.15,5.0,0.6333333333333333
1.0,303.15,6.0,0.4
1.0,303.15,7.0,0.4666666666666667
1.0,303.15,8.0,0.5
1.0,303.15,9.0,0.36666666666666664
1.0,303.15,10.0,0.6
1.0,308.15,1.0,0.9666666666666667
1.0,308.15,2.0,0.5
1.0,308.15,3.0,0.4666666666666667
1.0,308.15,4.0,0.5
1.0,308.15,5.0,0.6666666666666666
1.0,308.15,6.0,0.43333333333333335
1.0,308.15,7.0,0.4666666666666667
1.0,308.15,8.0,0.5
1.0,308.15,9.0,0.36666666666666664
1.0,308.15,10.0,0.5666666666666667
1.0,313.15,1.0,0.9666666666666667
1.0,313.15,2.0,0.5
1.0,313.15,3.0,0.4666666666666667
1.0,313.15,4.0,0.5
1.0,313.15,5.0,0.6333333333333333
1.0,313.15,6.0,0.43333333333333335
1.0,313.15,7.0,0.43333333333333335
1.0,313.15,8.0,0.5
1.0,313.15,9.0,0.3333333333333333
1.0,313.15,10.0,0.5666666666666667
3.0,273.15,1.0,0.3
3.0,273.15,2.0,0.4666666666666667
3.0,273.15,3.0,0.5
3.0,273.15,4.0,0.5
3.0,273.15,5.0,0.6
3.0,273.15,6.0,0.5
3.0,273.15,7.0,0.5
3.0,273.15,8.0,0.5
3.0,273.15,9.0,0.4
3.0,273.15,10.0,0.3333333333333333
3.0,278.15,1.0,0.6
3.0,278.15,2.0,0.4666666666666667
3.0,278.15,3.0,0.5
3.0,278.15,4.0,0.5333333333333333
3.0,278.15,5.0,0.6333333333333333
3.0,278.15,6.0,0.5
3.0,278.15,7.0,0.4666666666666667
3.0,278.15,8.0,0.5
3.0,278.15,9.0,0.4
3.0,278.15,10.0,0.5
3.0,283.15,1.0,0.9666666666666667
3.0,283.15,2.0,0.4666666666666667
3.0,283.15,3.0,0.4666666666666667
3.0,283.15,4.0,0.5
3.0,283.15,5.0,0.6333333333333333
3.0,283.15,6.0,0.43333333333333335
3.0,283.15,7.0,0.4666666666666667
3.0,283.15,8.0,0.5
3.0,283.15,9.0,0.4
3.0,283.15,10.0,0.5333333333333333
3.0,288.15,1.0,0.9666666666666667
3.0,288.15,2.0,0.4666666666666667
3.0,288.15,3.0,0.4666666666666667
3.0,288.15,4.0,0.5
3.0,288.15,5.0,0.6333333333333333
3.0,288.15,6.0,0.43333333333333335
3.0,288.15,7.0,0.4666666666666667
3.0,288.15,8.0,0.5
3.0,288.15,9.0,0.36666666666666664
3.0,288.15,10.0,0.5333333333333333
3.0,293.15,1.0,0.9666666666666667
3.0,293.15,2.0,0.5
3.0,293.15,3.0,0.4666666666666667
3.0,293.15,4.0,0.5
3.0,293.15,5.0,0.6333333333333333
3.0,293.15,6.0,0.43333333333333335
3.0,293.15,7.0,0.4666666666666667
3.0,293.15,8.0,0.5
3.0,293.15,9.0,0.36666666666666664
3.0,293.15,10.0,0.6
3.0,298.15,1.0,0.9666666666666667
3.0,298.15,2.0,0.5
3.0,298.15,3.0,0.4666666666666667
3.0,298.15,4.0,0.5
3.0,298.15,5.0,0.6333333333333333
3.0,298.15,6.0,0.43333333333333335
3.0,298.15,7.0,0.4666666666666667
3.0,298.15,8.0,0.5
3.0,298.15,9.0,0.36666666666666664
3.0,298.15,10.0,0.6
3.0,303.15,1.0,0.9666666666666667
3.0,303.15,2.0,0.5
3.0,303.15,3.0,0.4666666666666667
3.0,303.15,4.0,0.5
3.0,303.15,5.0,0.6333333333333333
3.0,303.15,6.0,0.43333333333333335
3.0,303.15,7.0,0.4666666666666667
3.0,303.15,8.0,0.5
3.0,303.15,9.0,0.36666666666666664
3.0,303.15,10.0,0.6
3.0,308.15,1.0,0.9666666666666667
3.0,308.15,2.0,0.5
3.0,308.15,3.0,0.4666666666666667
3.0,308.15,4.0,0.5
3.0,308.15,5.0,0.6333333333333333
3.0,308.15,6.0,0.43333333333333335
3.0,308.15,7.0,0.4666666666666667
3.0,308.15,8.0,0.5
3.0,308.15,9.0,0.36666666666666664
3.0,308.15,10.0,0.6
3.0,313.15,1.0,0.9666666666666667
3.0,313.15,2.0,0.5
3.0,313.15,3.0,0.4666666666666667
3.0,313.15,4.0,0.5
3.0,313.15,5.0,0.6333333333333333
3.0,313.15,6.0,0.4
3.0,313.15,7.0,0.4666666666666667
3.0,313.15,8.0,0.5
3.0,313.15,9.0,0.4
3.0,313.15,10.0,0.7
5.0,273.15,1.0,0.3
5.0,273.15,2.0,0.43333333333333335
5.0,273.15,3.0,0.5
5.0,273.15,4.0,0.4666666666666667
5.0,273.15,5.0,0.6
5.0,273.15,6.0,0.5
5.0,273.15,7.0,0.5
5.0,273.15,8.0,0.5
5.0,273.15,9.0,0.36666666666666664
5.0,273.15,10.0,0.3333333333333333
5.0,278.15,1.0,0.4666666666666667
5.0,278.15,2.0,0.4666666666666667
5.0,278.15,3.0,0.5
5.0,278.15,4.0,0.5333333333333333
5.0,278.15,5.0,0.6333333333333333
5.0,278.15,6.0,0.5
5.0,278.15,7.0,0.4666666666666667
5.0,278.15,8.0,0.5
5.0,278.15,9.0,0.4
5.0,278.15,10.0,0.5
5.0,283.15,1.0,0.6333333333333333
5.0,283.15,2.0,0.4666666666666667
5.0,283.15,3.0,0.4666666666666667
5.0,283.15,4.0,0.5
5.0,283.15,5.0,0.6333333333333333
5.0,283.15,6.0,0.43333333333333335
5.0,283.15,7.0,0.4666666666666667
5.0,283.15,8.0,0.5
5.0,283.15,9.0,0.4
5.0,283.15,10.0,0.5333333333333333
5.0,288.15,1.0,0.9666666666666667
5.0,288.15,2.0,0.4666666666666667
5.0,288.15,3.0,0.4666666666666667
5.0,288.15,4.0,0.5
5.0,288.15,5.0,0.6333333333333333
5.0,288.15,6.0,0.43333333333333335
5.0,288.15,7.0,0.4666666666666667
5.0,288.15,8.0,0.5
5.0,288.15,9.0,0.36666666666666664
5.0,288.15,10.0,0.5333333333333333
5.0,293.15,1.0,0.9666666666666667
5.0,293.15,2.0,0.5
5.0,293.15,3.0,0.4666666666666667
5.0,293.15,4.0,0.5
5.0,293.15,5.0,0.6333333333333333
5.0,293.15,6.0,0.43333333333333335
5.0,293.15,7.0,0.4666666666666667
5.0,293.15,8.0,0.5
5.0,293.15,9.0,0.36666666666666664
5.0,293.15,10.0,0.5666666666666667
5.0,298.15,1.0,0.9666666666666667
5.0,298.15,2.0,0.5
5.0,298.15,3.0,0.4666666666666667
5.0,298.15,4.0,0.5
5.0,298.15,5.0,0.6333333333333333
5.0,298.15,6.0,0.43333333333333335
5.0,298.15,7.0,0.4666666666666667
5.0,298.15,8.0,0.5
5.0,298.15,9.0,0.36666666666666664
5.0,298.15,10.0,0.6
5.0,303.15,1.0,0.9666666666666667
5.0,303.15,2.0,0.5
5.0,303.15,3.0,0.4666666666666667
5.0,303.15,4.0,0.5
5.0,303.15,5.0,0.6333333333333333
5.0,303.15,6.0,0.43333333333333335
5.0,303.15,7.0,0.4666666666666667
5.0,303.15,8.0,0.5
5.0,303.15,9.0,0.36666666666666664
5.0,303.15,10.0,0.6
5.0,308.15,1.0,0.9666666666666667
5.0,308.15,2.0,0.5
5.0,308.15,3.0,0.4666666666666667
5.0,308.15,4.0,0.5
5.0,308.15,5.0,0.6333333333333333
5.0,308.15,6.0,0.43333333333333335
5.0,308.15,7.0,0.4666666666666667
5.0,308.15,8.0,0.5
5.0,308.15,9.0,0.4
5.0,308.15,10.0,0.6666666666666666
5.0,313.15,1.0,0.9666666666666667
5.0,313.15,2.0,0.5
5.0,313.15,3.0,0.4666666666666667
5.0,313.15,4.0,0.5
5.0,313.15,5.0,0.6333333333333333
5.0,313.15,6.0,0.43333333333333335
5.0,313.15,7.0,0.4666666666666667
5.0,313.15,8.0,0.5
5.0,313.15,9.0,0.43333333333333335
5.0,313.15,10.0,0.7
7.0,273.15,1.0,0.26666666666666666
7.0,273.15,2.0,0.36666666666666664
7.0,273.15,3.0,0.5
7.0,273.15,4.0,0.4666666666666667
7.0,273.15,5.0,0.6
7.0,273.15,6.0,0.5
7.0,273.15,7.0,0.5
7.0,273.15,8.0,0.5
7.0,273.15,9.0,0.36666666666666664
7.0,273.15,10.0,0.3333333333333333
7.0,278.15,1.0,0.26666666666666666
7.0,278.15,2.0,0.4666666666666667
7.0,278.15,3.0,0.5
7.0,278.15,4.0,0.5333333333333333
7.0,278.15,5.0,0.6
7.0,278.15,6.0,0.5
7.0,278.15,7.0,0.4666666666666667
7.0,278.15,8.0,0.5
7.0,278.15,9.0,0.4
7.0,278.15,10.0,0.3333333333333333
7.0,283.15,1.0,0.6
7.0,283.15,2.0,0.5
7.0,283.15,3.0,0.4666666666666667
7.0,283.15,4.0,0.5
7.0,283.15,5.0,0.6333333333333333
7.0,283.15,6.0,0.43333333333333335
7.0,283.15,7.0,0.4666666666666667
7.0,283.15,8.0,0.5
7.0,283.15,9.0,0.4
7.0,283.15,10.0,0.4666666666666667
7.0,288.15,1.0,0.9333333333333333
7.0,288.15,2.0,0.5
7.0,288.15,3.0,0.4666666666666667
7.0,288.15,4.0,0.5
7.0,288.15,5.0,0.6333333333333333
7.0,288.15,6.0,0.43333333333333335
7.0,288.15,7.0,0.4666666666666667
7.0,288.15,8.0,0.5
7.0,288.15,9.0,0.36666666666666664
7.0,288.15,10.0,0.5333333333333333
7.0,293.15,1.0,0.9666666666666667
7.0,293.15,2.0,0.5
7.0,293.15,3.0,0.4666666666666667
7.0,293.15,4.0,0.5
7.0,293.15,5.0,0.6333333333333333
7.0,293.15,6.0,0.43333333333333335
7.0,293.15,7.0,0.4666666666666667
7.0,293.15,8.0,0.5
7.0,293.15,9.0,0.36666666666666664
7.0,293.15,10.0,0.5666666666666667
7.0,298.15,1.0,0.9666666666666667
7.0,298.15,2.0,0.5
7.0,298.15,3.0,0.4666666666666667
7.0,298.15,4.0,0.5
7.0,298.15,5.0,0.6333333333333333
7.0,298.15,6.0,0.43333333333333335
7.0,298.15,7.0,0.4666666666666667
7.0,298.15,8.0,0.5
7.0,298.15,9.0,0.36666666666666664
7.0,298.15,10.0,0.6
7.0,303.15,1.0,0.9666666666666667
7.0,303.15,2.0,0.5
7.0,303.15,3.0,0.4666666666666667
7.0,303.15,4.0,0.5
7.0,303.15,5.0,0.6333333333333333
7.0,303.15,6.0,0.43333333333333335
7.0,303.15,7.0,0.4666666666666667
7.0,303.15,8.0,0.5
7.0,303.15,9.0,0.36666666666666664
7.0,303.15,10.0,0.6
7.0,308.15,1.0,0.9666666666666667
7.0,308.15,2.0,0.5
7.0,308.15,3.0,0.4666666666666667
7.0,308.15,4.0,0.5
7.0,308.15,5.0,0.6333333333333333
7.0,308.15,6.0,0.43333333333333335
7.0,308.15,7.0,0.4666666666666667
7.0,308.15,8.0,0.5
7.0,308.15,9.0,0.4
7.0,308.15,10.0,0.6666666666666666
7.0,313.15,1.0,0.9666666666666667
7.0,313.15,2.0,0.5
7.0,313.15,3.0,0.4666666666666667
7.0,313.15,4.0,0.5
7.0,313.15,5.0,0.6333333333333333
7.0,313.15,6.0,0.43333333333333335
7.0,313.15,7.0,0.4666666666666667
7.0,313.15,8.0,0.5
7.0,313.15,9.0,0.43333333333333335
7.0,313.15,10.0,0.7
9.0,273.15,1.0,0.26666666666666666
9.0,273.15,2.0,0.36666666666666664
9.0,273.15,3.0,0.5
9.0,273.15,4.0,0.4666666666666667
9.0,273.15,5.0,0.6
9.0,273.15,6.0,0.5
9.0,273.15,7.0,0.5
9.0,273.15,8.0,0.5
9.0,273.15,9.0,0.36666666666666664
9.0,273.15,10.0,0.3333333333333333
9.0,278.15,1.0,0.26666666666666666
9.0,278.15,2.0,0.4666666666666667
9.0,278.15,3.0,0.5
9.0,278.15,4.0,0.5333333333333333
9.0,278.15,5.0,0.6
9.0,278.15,6.0,0.5
9.0,278.15,7.0,0.4666666666666667
9.0,278.15,8.0,0.5
9.0,278.15,9.0,0.36666666666666664
9.0,278.15,10.0,0.3333333333333333
9.0,283.15,1.0,0.5333333333333333
9.0,283.15,2.0,0.4666666666666667
9.0,283.15,3.0,0.4666666666666667
9.0,283.15,4.0,0.5
9.0,283.15,5.0,0.6333333333333333
9.0,283.15,6.0,0.43333333333333335
9.0,283.15,7.0,0.4666666666666667
9.0,283.15,8.0,0.5
9.0,283.15,9.0,0.4
9.0,283.15,10.0,0.4666666666666667
9.0,288.15,1.0,0.9333333333333333
9.0,288.15,2.0,0.5
9.0,288.15,3.0,0.4666666666666667
9.0,288.15,4.0,0.5
9.0,288.15,5.0,0.6333333333333333
9.0,288.15,6.0,0.43333333333333335
9.0,288.15,7.0,0.4666666666666667
9.0,288.15,8.0,0.5
9.0,288.15,9.0,0.36666666666666664
9.0,288.15,10.0,0.5333333333333333
9.0,293.15,1.0,0.9666666666666667
9.0,293.15,2.0,0.5
9.0,293.15,3.0,0.4666666666666667
9.0,293.15,4.0,0.5
9.0,293.15,5.0,0.6333333333333333
9.0,293.15,6.0,0.43333333333333335
9.0,293.15,7.0,0.4666666666666667
9.0,293.15,8.0,0.5
9.0,293.15,9.0,0.36666666666666664
9.0,293.15,10.0,0.5666666666666667
9.0,298.15,1.0,0.9666666666666667
9.0,298.15,2.0,0.5
9.0,298.15,3.0,0.4666666666666667
9.0,298.15,4.0,0.5
9.0,298.15,5.0,0.6333333333333333
9.0,298.15,6.0,0.43333333333333335
9.0,298.15,7.0,0.4666666666666667
9.0,298.15,8.0,0.5
9.0,298.15,9.0,0.36666666666666664
9.0,298.15,10.0,0.5666666666666667
9.0,303.15,1.0,0.9666666666666667
9.0,303.15,2.0,0.5
9.0,303.15,3.0,0.4666666666666667
9.0,303.15,4.0,0.5
9.0,303.15,5.0,0.6333333333333333
9.0,303.15,6.0,0.43333333333333335
9.0,303.15,7.0,0.4666666666666667
9.0,303.15,8.0,0.5
9.0,303.15,9.0,0.36666666666666664
9.0,303.15,10.0,0.6
9.0,308.15,1.0,0.9666666666666667
9.0,308.15,2.0,0.5
9.0,308.15,3.0,0.4666666666666667
9.0,308.15,4.0,0.5
9.0,308.15,5.0,0.6333333333333333
9.0,308.15,6.0,0.43333333333333335
9.0,308.15,7.0,0.4666666666666667
9.0,308.15,8.0,0.5
9.0,308.15,9.0,0.43333333333333335
9.0,308.15,10.0,0.6666666666666666
9.0,313.15,1.0,0.9666666666666667
9.0,313.15,2.0,0.5
9.0,313.15,3.0,0.4666666666666667
9.0,313.15,4.0,0.5
9.0,313.15,5.0,0.6333333333333333
9.0,313.15,6.0,0.43333333333333335
9.0,313.15,7.0,0.4666666666666667
9.0,313.15,8.0,0.5
9.0,313.15,9.0,0.43333333333333335
9.0,313.15,10.0,0.7
11.0,273.15,1.0,0.26666666666666666
11.0,273.15,2.0,0.36666666666666664
11.0,273.15,3.0,0.5
11.0,273.15,4.0,0.43333333333333335
11.0,273.15,5.0,0.6
11.0,273.15,6.0,0.5
11.0,273.15,7.0,0.5
11.0,273.15,8.0,0.5
11.0,273.15,9.0,0.36666666666666664
11.0,273.15,10.0,0.3333333333333333
11.0,278.15,1.0,0.26666666666666666
11.0,278.15,2.0,0.4666666666666667
11.0,278.15,3.0,0.5
